Date;Product_Category;Product;City;Customer_Group;Point_Format;Sales_kg
29.08.2023;4;31;6;2;1;74,1
29.08.2023;4;31;7;2;1;5,7
29.08.2023;4;31;8;2;1;5,7
29.08.2023;4;31;11;2;1;5,7
29.08.2023;4;31;1;2;3;215,65
29.08.2023;4;31;5;2;3;28,5
29.08.2023;4;31;8;2;3;82,65
29.08.2023;4;31;15;2;3;444,6
29.08.2023;4;31;1;2;8;456
29.08.2023;4;31;2;2;8;718,2
29.08.2023;4;31;3;2;8;233,7
29.08.2023;4;31;15;2;8;5,7
29.08.2023;1;276;1;2;1;470,4
29.08.2023;1;276;3;2;1;201,6
29.08.2023;1;276;4;2;1;22,4
29.08.2023;1;276;6;2;1;11,2
29.08.2023;1;276;7;2;1;11,2
29.08.2023;1;276;8;2;1;112
29.08.2023;1;276;11;2;1;22,4
29.08.2023;1;276;15;2;1;11,2
29.08.2023;1;276;1;2;3;4222,4
29.08.2023;1;276;2;2;8;11,2
29.08.2023;4;291;1;2;1;17,1
29.08.2023;4;291;3;2;1;28,5
29.08.2023;4;291;4;2;1;22,8
29.08.2023;4;291;6;2;1;39,9
29.08.2023;4;291;7;2;1;11,4
29.08.2023;4;291;8;2;1;17,1
29.08.2023;4;291;2;2;8;5,7
29.08.2023;4;291;15;2;8;28,5
29.08.2023;1;336;1;2;1;32,4
29.08.2023;1;336;3;2;1;140,4
29.08.2023;1;336;4;2;1;31,5
29.08.2023;1;336;6;2;1;97,2
29.08.2023;1;336;7;2;1;32,4
29.08.2023;1;336;8;2;1;32,4
29.08.2023;1;336;9;2;1;32,4
29.08.2023;1;336;15;2;1;32,4
29.08.2023;1;336;6;2;3;10,8
29.08.2023;1;336;7;2;3;64,8
29.08.2023;1;336;3;2;8;972
29.08.2023;1;336;7;2;8;64,8
29.08.2023;1;336;15;2;8;32,4
29.08.2023;1;505;1;2;1;561,6
29.08.2023;1;505;3;2;1;118,8
29.08.2023;1;505;4;2;1;10,8
29.08.2023;1;505;6;2;1;129,6
29.08.2023;1;505;8;2;1;205,2
29.08.2023;1;505;11;2;1;21,6
29.08.2023;1;505;15;2;1;21,6
29.08.2023;1;505;1;2;3;8038,8
29.08.2023;1;505;8;2;3;997,2
29.08.2023;15;527;1;259;2;2,4
29.08.2023;15;527;2;259;2;4,8
29.08.2023;15;527;5;259;2;4,8
29.08.2023;15;527;15;259;2;4,8
29.08.2023;15;527;1;259;3;288
29.08.2023;15;527;5;259;3;108
29.08.2023;15;527;7;259;3;84
29.08.2023;15;527;8;259;3;6,4
29.08.2023;15;527;11;259;3;64,8
29.08.2023;15;527;2;259;8;1062
29.08.2023;14;560;2;259;2;48
29.08.2023;4;749;1;2;1;17,1
29.08.2023;4;749;3;2;1;34,2
29.08.2023;4;749;4;2;1;11,4
29.08.2023;4;749;6;2;1;51,3
29.08.2023;4;749;7;2;1;5,7
29.08.2023;4;749;8;2;1;11,4
29.08.2023;4;749;9;2;1;11,4
29.08.2023;4;749;15;2;1;11,4
29.08.2023;4;749;2;2;8;5,7
30.08.2023;4;29;1;2;1;133
30.08.2023;4;29;3;2;1;38,95
30.08.2023;4;29;4;2;1;45,6
30.08.2023;4;29;5;2;1;5,7
30.08.2023;4;29;6;2;1;148,2
30.08.2023;4;29;7;2;1;1,9
30.08.2023;4;29;8;2;1;2,85
30.08.2023;4;29;9;2;1;79,8
30.08.2023;4;29;11;2;1;5,7
30.08.2023;4;29;15;2;1;5,7
30.08.2023;4;29;1;2;3;453,15
30.08.2023;4;29;5;2;3;131,1
30.08.2023;4;29;8;2;3;65,55
30.08.2023;4;29;15;2;3;195,7
30.08.2023;4;29;1;2;8;2126,1
30.08.2023;4;29;2;2;8;1254
30.08.2023;4;29;3;2;8;501,6
30.08.2023;4;29;4;2;8;1755,6
30.08.2023;4;29;6;2;8;1054,5
30.08.2023;4;29;7;2;8;678,3
30.08.2023;4;29;8;2;8;587,1
30.08.2023;4;29;9;2;8;279,3
30.08.2023;4;29;15;2;8;267,9
30.08.2023;4;30;1;2;1;46,55
30.08.2023;4;30;3;2;1;34,2
30.08.2023;4;30;4;2;1;34,2
30.08.2023;4;30;5;2;1;11,4
30.08.2023;4;30;6;2;1;96,9
30.08.2023;4;30;7;2;1;12,35
30.08.2023;4;30;9;2;1;34,2
30.08.2023;4;30;15;2;1;5,7
30.08.2023;4;30;1;2;3;420,85
30.08.2023;4;30;5;2;3;114
30.08.2023;4;30;8;2;3;53,2
30.08.2023;4;30;15;2;3;213,75
30.08.2023;4;30;1;2;8;1544,7
30.08.2023;4;30;3;2;8;267,9
30.08.2023;4;30;4;2;8;1276,8
30.08.2023;4;30;6;2;8;564,3
30.08.2023;4;30;7;2;8;695,4
30.08.2023;4;30;9;2;8;210,9
30.08.2023;4;30;15;2;8;210,9
30.08.2023;4;31;1;2;1;57
30.08.2023;4;31;3;2;1;5,7
30.08.2023;4;31;4;2;1;39,9
30.08.2023;4;31;5;2;1;5,7
30.08.2023;4;31;6;2;1;34,2
30.08.2023;4;31;7;2;1;17,1
30.08.2023;4;31;9;2;1;22,8
30.08.2023;4;31;1;2;3;193,8
30.08.2023;4;31;5;2;3;96,9
30.08.2023;4;31;8;2;3;73,15
30.08.2023;4;31;15;2;3;222,3
30.08.2023;4;31;1;2;8;1470,6
30.08.2023;4;31;2;2;8;535,8
30.08.2023;4;31;3;2;8;370,5
30.08.2023;4;31;4;2;8;1117,2
30.08.2023;4;31;6;2;8;5,7
30.08.2023;4;31;15;2;8;5,7
30.08.2023;1;276;1;2;1;100,8
30.08.2023;1;276;3;2;1;0
30.08.2023;1;276;6;2;1;22,4
30.08.2023;1;276;8;2;1;33,6
30.08.2023;1;276;1;2;3;3679,2
30.08.2023;1;276;2;2;8;123,2
30.08.2023;4;291;1;2;1;22,8
30.08.2023;4;291;3;2;1;22,8
30.08.2023;4;291;4;2;1;28,5
30.08.2023;4;291;5;2;1;5,7
30.08.2023;4;291;6;2;1;17,1
30.08.2023;4;291;8;2;1;11,4
30.08.2023;4;291;9;2;1;17,1
30.08.2023;4;291;15;2;1;17,1
30.08.2023;4;291;1;2;8;11,4
30.08.2023;4;291;4;2;8;22,8
30.08.2023;4;291;15;2;8;5,7
30.08.2023;1;336;1;2;1;54
30.08.2023;1;336;3;2;1;43,2
30.08.2023;1;336;4;2;1;10,8
30.08.2023;1;336;6;2;1;172,8
30.08.2023;1;336;8;2;1;21,6
30.08.2023;1;336;9;2;1;21,6
30.08.2023;1;336;11;2;1;10,8
30.08.2023;1;336;15;2;1;54
30.08.2023;1;336;7;2;3;48,6
30.08.2023;1;336;15;2;3;3,6
30.08.2023;1;336;1;2;8;64,8
30.08.2023;1;336;2;2;8;97,2
30.08.2023;1;336;3;2;8;777,6
30.08.2023;1;336;4;2;8;1263,6
30.08.2023;1;336;7;2;8;118,8
30.08.2023;1;336;15;2;8;32,4
30.08.2023;1;505;1;2;1;183,6
30.08.2023;1;505;3;2;1;0
30.08.2023;1;505;4;2;1;10,8
30.08.2023;1;505;5;2;1;10,8
30.08.2023;1;505;6;2;1;32,4
30.08.2023;1;505;8;2;1;43,2
30.08.2023;1;505;9;2;1;43,2
30.08.2023;1;505;11;2;1;10,8
30.08.2023;1;505;15;2;1;10,8
30.08.2023;1;505;1;2;3;1543,5
30.08.2023;1;505;8;2;3;359,1
30.08.2023;15;527;1;259;2;14,4
30.08.2023;15;527;5;259;2;6
30.08.2023;15;527;11;259;2;1,2
30.08.2023;15;527;15;259;2;0,8
30.08.2023;15;527;1;259;3;66
30.08.2023;15;527;5;259;3;38,4
30.08.2023;15;527;7;259;3;6
30.08.2023;15;527;8;259;3;1,6
30.08.2023;15;527;11;259;3;6
30.08.2023;15;527;1;259;8;25,2
30.08.2023;15;527;2;259;8;558
30.08.2023;14;560;2;259;8;6525,6
30.08.2023;4;749;1;2;1;28,5
30.08.2023;4;749;3;2;1;-5,7
30.08.2023;4;749;4;2;1;5,7
30.08.2023;4;749;6;2;1;62,7
30.08.2023;4;749;9;2;1;39,9
30.08.2023;4;749;1;2;8;11,4
30.08.2023;4;749;2;2;8;22,8
30.08.2023;4;749;4;2;8;51,3
30.08.2023;4;749;8;2;8;467,4
30.08.2023;4;749;15;2;8;11,4
31.08.2023;4;29;1;2;1;50,35
31.08.2023;4;29;3;2;1;74,1
31.08.2023;4;29;4;2;1;39,9
31.08.2023;4;29;5;2;1;5,7
31.08.2023;4;29;6;2;1;108,3
31.08.2023;4;29;7;2;1;28,5
31.08.2023;4;29;8;2;1;1,9
31.08.2023;4;29;9;2;1;28,5
31.08.2023;4;29;15;2;1;17,1
31.08.2023;4;29;1;2;3;421,8
31.08.2023;4;29;5;2;3;108,3
31.08.2023;4;29;6;2;3;5,7
31.08.2023;4;29;8;2;3;94,05
31.08.2023;4;29;15;2;3;148,2
31.08.2023;4;29;1;2;8;1191,3
31.08.2023;4;29;2;2;8;1134,3
31.08.2023;4;29;3;2;8;1105,8
31.08.2023;4;29;7;2;8;376,2
31.08.2023;4;29;9;2;8;530,1
31.08.2023;4;29;15;2;8;638,4
31.08.2023;4;30;1;2;1;57,95
31.08.2023;4;30;3;2;1;57
31.08.2023;4;30;4;2;1;22,8
31.08.2023;4;30;6;2;1;57
31.08.2023;4;30;7;2;1;22,8
31.08.2023;4;30;8;2;1;11,4
31.08.2023;4;30;9;2;1;57
31.08.2023;4;30;15;2;1;5,7
31.08.2023;4;30;1;2;3;419,9
31.08.2023;4;30;5;2;3;131,1
31.08.2023;4;30;8;2;3;88,35
31.08.2023;4;30;15;2;3;159,6
31.08.2023;4;30;1;2;8;507,3
31.08.2023;4;30;3;2;8;256,5
31.08.2023;4;30;7;2;8;199,5
31.08.2023;4;30;9;2;8;547,2
31.08.2023;4;30;15;2;8;535,8
31.08.2023;4;31;1;2;1;69,35
31.08.2023;4;31;3;2;1;28,5
31.08.2023;4;31;4;2;1;22,8
31.08.2023;4;31;6;2;1;51,3
31.08.2023;4;31;7;2;1;39,9
31.08.2023;4;31;8;2;1;5,7
31.08.2023;4;31;9;2;1;11,4
31.08.2023;4;31;15;2;1;5,7
31.08.2023;4;31;1;2;3;256,5
31.08.2023;4;31;5;2;3;62,7
31.08.2023;4;31;8;2;3;46,55
31.08.2023;4;31;15;2;3;159,6
31.08.2023;4;31;1;2;8;689,7
31.08.2023;4;31;2;2;8;969
31.08.2023;4;31;3;2;8;530,1
31.08.2023;4;31;15;2;8;34,2
31.08.2023;1;276;1;2;1;134,4
31.08.2023;1;276;3;2;1;86,8
31.08.2023;1;276;6;2;1;22,4
31.08.2023;1;276;8;2;1;11,2
31.08.2023;1;276;15;2;1;22,4
31.08.2023;1;276;1;2;3;3735,2
31.08.2023;4;291;1;2;1;68,4
31.08.2023;4;291;3;2;1;28,5
31.08.2023;4;291;4;2;1;17,1
31.08.2023;4;291;5;2;1;-5,7
31.08.2023;4;291;6;2;1;57
31.08.2023;4;291;7;2;1;45,6
31.08.2023;4;291;8;2;1;11,4
31.08.2023;4;291;9;2;1;11,4
31.08.2023;4;291;15;2;1;5,7
31.08.2023;4;291;15;2;8;22,8
31.08.2023;1;336;1;2;1;21,6
31.08.2023;1;336;3;2;1;194,4
31.08.2023;1;336;6;2;1;142,2
31.08.2023;1;336;7;2;1;32,4
31.08.2023;1;336;8;2;1;43,2
31.08.2023;1;336;9;2;1;32,4
31.08.2023;1;336;15;2;1;10,8
31.08.2023;1;336;7;2;3;42,3
31.08.2023;1;336;1;2;8;216
31.08.2023;1;336;2;2;8;32,4
31.08.2023;1;336;3;2;8;1576,8
31.08.2023;1;336;7;2;8;86,4
31.08.2023;1;336;15;2;8;43,2
31.08.2023;1;505;1;2;1;21,6
31.08.2023;1;505;3;2;1;67,5
31.08.2023;1;505;6;2;1;97,2
31.08.2023;1;505;8;2;1;10,8
31.08.2023;1;505;9;2;1;21,6
31.08.2023;1;505;15;2;1;10,8
31.08.2023;1;505;1;2;3;2181,6
31.08.2023;1;505;8;2;3;324,9
31.08.2023;15;527;1;259;2;13,2
31.08.2023;15;527;5;259;2;9,6
31.08.2023;15;527;7;259;2;1,2
31.08.2023;15;527;11;259;2;2,4
31.08.2023;15;527;15;259;2;3,2
31.08.2023;15;527;1;259;3;80,4
31.08.2023;15;527;5;259;3;58,8
31.08.2023;15;527;7;259;3;10,8
31.08.2023;15;527;8;259;3;4
31.08.2023;15;527;11;259;3;3,6
31.08.2023;15;527;1;259;8;24
31.08.2023;15;527;2;259;8;304,8
31.08.2023;14;560;2;259;8;26752,8
31.08.2023;4;749;1;2;1;39,9
31.08.2023;4;749;3;2;1;22,8
31.08.2023;4;749;4;2;1;39,9
31.08.2023;4;749;6;2;1;34,2
31.08.2023;4;749;8;2;1;17,1
31.08.2023;4;749;9;2;1;28,5
31.08.2023;4;749;15;2;1;5,7
01.09.2023;4;29;1;2;1;111,15
01.09.2023;4;29;3;2;1;62,7
01.09.2023;4;29;4;2;1;205,2
01.09.2023;4;29;6;2;1;296,4
01.09.2023;4;29;7;2;1;17,1
01.09.2023;4;29;8;2;1;2,85
01.09.2023;4;29;9;2;1;193,8
01.09.2023;4;29;15;2;1;11,4
01.09.2023;4;29;1;2;3;332,5
01.09.2023;4;29;5;2;3;74,1
01.09.2023;4;29;8;2;3;95,95
01.09.2023;4;29;15;2;3;297,35
01.09.2023;4;29;1;2;8;3579,6
01.09.2023;4;29;2;2;8;678,3
01.09.2023;4;29;3;2;8;1430,7
01.09.2023;4;29;4;2;8;1504,8
01.09.2023;4;29;6;2;8;1231,2
01.09.2023;4;29;7;2;8;723,9
01.09.2023;4;29;8;2;8;1983,6
01.09.2023;4;29;9;2;8;872,1
01.09.2023;4;30;1;2;1;76,95
01.09.2023;4;30;3;2;1;34,2
01.09.2023;4;30;4;2;1;136,8
01.09.2023;4;30;6;2;1;256,5
01.09.2023;4;30;7;2;1;10,45
01.09.2023;4;30;8;2;1;1,9
01.09.2023;4;30;9;2;1;114
01.09.2023;4;30;15;2;1;17,1
01.09.2023;4;30;1;2;3;390,45
01.09.2023;4;30;5;2;3;85,5
01.09.2023;4;30;8;2;3;69,35
01.09.2023;4;30;15;2;3;379,05
01.09.2023;4;30;1;2;8;2433,9
01.09.2023;4;30;3;2;8;456
01.09.2023;4;30;4;2;8;1168,5
01.09.2023;4;30;6;2;8;718,2
01.09.2023;4;30;7;2;8;780,9
01.09.2023;4;30;8;2;8;1293,9
01.09.2023;4;30;9;2;8;866,4
01.09.2023;4;30;15;2;8;17,1
01.09.2023;4;31;1;2;1;39,9
01.09.2023;4;31;3;2;1;68,4
01.09.2023;4;31;4;2;1;108,3
01.09.2023;4;31;5;2;1;11,4
01.09.2023;4;31;6;2;1;188,1
01.09.2023;4;31;7;2;1;5,7
01.09.2023;4;31;8;2;1;11,4
01.09.2023;4;31;9;2;1;62,7
01.09.2023;4;31;15;2;1;17,1
01.09.2023;4;31;1;2;3;214,7
01.09.2023;4;31;5;2;3;85,5
01.09.2023;4;31;8;2;3;72,2
01.09.2023;4;31;15;2;3;410,4
01.09.2023;4;31;1;2;8;2091,9
01.09.2023;4;31;2;2;8;598,5
01.09.2023;4;31;3;2;8;478,8
01.09.2023;4;31;4;2;8;969
01.09.2023;4;31;15;2;8;11,4
01.09.2023;1;276;1;2;1;212,8
01.09.2023;1;276;3;2;1;56
01.09.2023;1;276;4;2;1;22,4
01.09.2023;1;276;5;2;1;11,2
01.09.2023;1;276;6;2;1;22,4
01.09.2023;1;276;7;2;1;44,8
01.09.2023;1;276;8;2;1;56
01.09.2023;1;276;11;2;1;11,2
01.09.2023;1;276;15;2;1;22,4
01.09.2023;1;276;1;2;3;4379,2
01.09.2023;1;276;2;2;8;56
01.09.2023;4;291;1;2;1;34,2
01.09.2023;4;291;3;2;1;28,5
01.09.2023;4;291;4;2;1;102,6
01.09.2023;4;291;5;2;1;5,7
01.09.2023;4;291;6;2;1;51,3
01.09.2023;4;291;7;2;1;5,7
01.09.2023;4;291;8;2;1;5,7
01.09.2023;4;291;9;2;1;28,5
01.09.2023;4;291;15;2;1;28,5
01.09.2023;4;291;5;2;3;5,7
01.09.2023;4;291;1;2;8;34,2
01.09.2023;4;291;4;2;8;17,1
01.09.2023;1;336;1;2;1;75,6
01.09.2023;1;336;3;2;1;270
01.09.2023;1;336;4;2;1;54
01.09.2023;1;336;6;2;1;270
01.09.2023;1;336;7;2;1;10,8
01.09.2023;1;336;8;2;1;32,4
01.09.2023;1;336;9;2;1;151,2
01.09.2023;1;336;15;2;1;32,4
01.09.2023;1;336;7;2;3;77,4
01.09.2023;1;336;15;2;3;6,3
01.09.2023;1;336;1;2;8;21,6
01.09.2023;1;336;3;2;8;1263,6
01.09.2023;1;336;7;2;8;97,2
01.09.2023;1;505;1;2;1;140,4
01.09.2023;1;505;3;2;1;162
01.09.2023;1;505;5;2;1;21,6
01.09.2023;1;505;6;2;1;108
01.09.2023;1;505;7;2;1;43,2
01.09.2023;1;505;8;2;1;97,2
01.09.2023;1;505;9;2;1;140,4
01.09.2023;1;505;15;2;1;10,8
01.09.2023;1;505;1;2;3;565,2
01.09.2023;1;505;8;2;3;332,1
01.09.2023;15;527;1;259;2;16,8
01.09.2023;15;527;2;259;2;15,6
01.09.2023;15;527;5;259;2;6
01.09.2023;15;527;6;259;2;4,8
01.09.2023;15;527;7;259;2;1,2
01.09.2023;15;527;11;259;2;2,4
01.09.2023;15;527;15;259;2;16
01.09.2023;15;527;1;259;3;542,4
01.09.2023;15;527;5;259;3;144
01.09.2023;15;527;7;259;3;64,8
01.09.2023;15;527;8;259;3;12
01.09.2023;15;527;11;259;3;78
01.09.2023;15;527;1;259;8;24
01.09.2023;15;527;2;259;8;742,8
01.09.2023;14;560;2;259;2;62,4
01.09.2023;14;560;2;259;8;698,4
01.09.2023;4;749;1;2;1;22,8
01.09.2023;4;749;3;2;1;28,5
01.09.2023;4;749;4;2;1;79,8
01.09.2023;4;749;6;2;1;119,7
01.09.2023;4;749;9;2;1;51,3
01.09.2023;4;749;15;2;1;11,4
01.09.2023;4;749;1;2;8;28,5
01.09.2023;4;749;2;2;8;11,4
01.09.2023;4;749;4;2;8;74,1
01.09.2023;4;749;8;2;8;165,3
02.09.2023;4;29;1;2;1;60,8
02.09.2023;4;29;3;2;1;118,75
02.09.2023;4;29;5;2;1;11,4
02.09.2023;4;29;6;2;1;125,4
02.09.2023;4;29;7;2;1;37,05
02.09.2023;4;29;8;2;1;1,9
02.09.2023;4;29;11;2;1;5,7
02.09.2023;4;29;15;2;1;17,1
02.09.2023;4;29;1;2;3;608
02.09.2023;4;29;5;2;3;136,8
02.09.2023;4;29;6;2;3;5,7
02.09.2023;4;29;8;2;3;84,55
02.09.2023;4;29;15;2;3;69,35
02.09.2023;4;29;1;2;8;1208,4
02.09.2023;4;29;2;2;8;684
02.09.2023;4;29;3;2;8;290,7
02.09.2023;4;29;4;2;8;3579,6
02.09.2023;4;29;6;2;8;3129,3
02.09.2023;4;29;7;2;8;222,3
02.09.2023;4;29;9;2;8;535,8
02.09.2023;4;29;15;2;8;741
02.09.2023;4;30;1;2;1;36,1
02.09.2023;4;30;3;2;1;74,1
02.09.2023;4;30;6;2;1;51,3
02.09.2023;4;30;7;2;1;31,35
02.09.2023;4;30;11;2;1;5,7
02.09.2023;4;30;15;2;1;17,1
02.09.2023;4;30;1;2;3;457,9
02.09.2023;4;30;5;2;3;136,8
02.09.2023;4;30;8;2;3;55,1
02.09.2023;4;30;15;2;3;96,9
02.09.2023;4;30;1;2;8;421,8
02.09.2023;4;30;3;2;8;216,6
02.09.2023;4;30;4;2;8;2451
02.09.2023;4;30;6;2;8;2411,1
02.09.2023;4;30;7;2;8;193,8
02.09.2023;4;30;9;2;8;364,8
02.09.2023;4;30;15;2;8;535,8
02.09.2023;4;31;1;2;1;57
02.09.2023;4;31;3;2;1;57
02.09.2023;4;31;6;2;1;91,2
02.09.2023;4;31;7;2;1;39,9
02.09.2023;4;31;15;2;1;28,5
02.09.2023;4;31;1;2;3;250,8
02.09.2023;4;31;5;2;3;108,3
02.09.2023;4;31;8;2;3;71,25
02.09.2023;4;31;15;2;3;119,7
02.09.2023;4;31;1;2;8;666,9
02.09.2023;4;31;2;2;8;695,4
02.09.2023;4;31;4;2;8;1151,4
02.09.2023;4;31;15;2;8;17,1
02.09.2023;1;276;1;2;1;481,6
02.09.2023;1;276;3;2;1;212,8
02.09.2023;1;276;5;2;1;22,4
02.09.2023;1;276;6;2;1;22,4
02.09.2023;1;276;8;2;1;89,6
02.09.2023;1;276;15;2;1;44,8
02.09.2023;1;276;1;2;3;4037,6
02.09.2023;4;291;1;2;1;45,6
02.09.2023;4;291;3;2;1;45,6
02.09.2023;4;291;5;2;1;11,4
02.09.2023;4;291;6;2;1;22,8
02.09.2023;4;291;7;2;1;17,1
02.09.2023;4;291;15;2;1;11,4
02.09.2023;1;336;1;2;1;32,4
02.09.2023;1;336;3;2;1;270
02.09.2023;1;336;6;2;1;84,6
02.09.2023;1;336;7;2;1;21,6
02.09.2023;1;336;8;2;1;32,4
02.09.2023;1;336;15;2;1;32,4
02.09.2023;1;336;6;2;3;17,1
02.09.2023;1;336;7;2;3;69,3
02.09.2023;1;336;3;2;8;1198,8
02.09.2023;1;336;4;2;8;1371,6
02.09.2023;1;336;7;2;8;32,4
02.09.2023;1;505;1;2;1;194,4
02.09.2023;1;505;3;2;1;237,6
02.09.2023;1;505;5;2;1;10,8
02.09.2023;1;505;6;2;1;116,1
02.09.2023;1;505;7;2;1;21,6
02.09.2023;1;505;8;2;1;86,4
02.09.2023;1;505;9;2;1;-10,8
02.09.2023;1;505;11;2;1;10,8
02.09.2023;1;505;15;2;1;32,4
02.09.2023;1;505;1;2;3;1317,6
02.09.2023;1;505;8;2;3;316,8
02.09.2023;15;527;1;259;2;19,2
02.09.2023;15;527;5;259;2;9,6
02.09.2023;15;527;7;259;2;2,4
02.09.2023;15;527;8;259;2;0,8
02.09.2023;15;527;9;259;2;1,2
02.09.2023;15;527;11;259;2;1,2
02.09.2023;15;527;15;259;2;9,6
02.09.2023;15;527;1;259;3;550,8
02.09.2023;15;527;5;259;3;200,4
02.09.2023;15;527;7;259;3;84
02.09.2023;15;527;8;259;3;7,2
02.09.2023;15;527;11;259;3;132
02.09.2023;15;527;1;259;8;24
02.09.2023;15;527;2;259;8;1177,2
02.09.2023;14;560;2;259;8;4521,6
02.09.2023;4;749;1;2;1;28,5
02.09.2023;4;749;3;2;1;74,1
02.09.2023;4;749;6;2;1;39,9
02.09.2023;4;749;7;2;1;5,7
02.09.2023;4;749;8;2;1;5,7
02.09.2023;4;749;15;2;1;11,4
02.09.2023;4;749;15;2;8;11,4
03.09.2023;4;29;1;2;1;78,85
03.09.2023;4;29;3;2;1;11,4
03.09.2023;4;29;8;2;1;6,65
03.09.2023;4;29;1;2;3;197,6
03.09.2023;4;29;8;2;3;39,9
03.09.2023;4;29;1;2;8;1692,9
03.09.2023;4;29;2;2;8;780,9
03.09.2023;4;29;3;2;8;438,9
03.09.2023;4;29;7;2;8;381,9
03.09.2023;4;29;9;2;8;923,4
03.09.2023;4;30;1;2;1;47,5
03.09.2023;4;30;7;2;1;0,95
03.09.2023;4;30;8;2;1;4,75
03.09.2023;4;30;1;2;3;143,45
03.09.2023;4;30;8;2;3;39,9
03.09.2023;4;30;1;2;8;1453,5
03.09.2023;4;30;3;2;8;85,5
03.09.2023;4;30;7;2;8;638,4
03.09.2023;4;30;9;2;8;518,7
03.09.2023;4;31;1;2;1;34,2
03.09.2023;4;31;8;2;1;11,4
03.09.2023;4;31;1;2;3;105,45
03.09.2023;4;31;8;2;3;61,75
03.09.2023;4;31;1;2;8;1271,1
03.09.2023;4;31;2;2;8;877,8
03.09.2023;4;31;3;2;8;250,8
03.09.2023;1;276;1;2;1;89,6
03.09.2023;1;276;3;2;1;11,2
03.09.2023;1;276;7;2;1;1,4
03.09.2023;1;276;8;2;1;44,8
03.09.2023;1;276;1;2;3;2343,6
03.09.2023;1;276;2;2;8;22,4
03.09.2023;1;336;1;2;1;10,8
03.09.2023;1;336;7;2;3;52,2
03.09.2023;1;336;2;2;8;54
03.09.2023;1;336;3;2;8;810
03.09.2023;1;336;7;2;8;108
03.09.2023;1;505;1;2;1;54
03.09.2023;1;505;3;2;1;10,8
03.09.2023;1;505;8;2;1;43,2
03.09.2023;1;505;1;2;3;1159,2
03.09.2023;1;505;8;2;3;315
03.09.2023;1;505;2;2;8;10,8
03.09.2023;15;527;1;259;2;9,6
03.09.2023;15;527;1;259;3;165,6
03.09.2023;15;527;7;259;3;33,6
03.09.2023;15;527;8;259;3;11,2
03.09.2023;15;527;1;259;8;4,8
03.09.2023;15;527;2;259;8;98,4
03.09.2023;4;749;1;2;1;28,5
03.09.2023;4;749;8;2;1;11,4
04.09.2023;4;29;1;2;1;40,85
04.09.2023;4;29;3;2;1;39,9
04.09.2023;4;29;4;2;1;131,1
04.09.2023;4;29;5;2;1;5,7
04.09.2023;4;29;6;2;1;131,1
04.09.2023;4;29;7;2;1;13,3
04.09.2023;4;29;8;2;1;2,85
04.09.2023;4;29;9;2;1;85,5
04.09.2023;4;29;15;2;1;28,5
04.09.2023;4;29;1;2;3;555,75
04.09.2023;4;29;5;2;3;171
04.09.2023;4;29;8;2;3;114,95
04.09.2023;4;29;15;2;3;361,95
04.09.2023;4;29;1;2;8;3448,5
04.09.2023;4;29;2;2;8;666,9
04.09.2023;4;29;3;2;8;1020,3
04.09.2023;4;29;4;2;8;2348,4
04.09.2023;4;29;7;2;8;570
04.09.2023;4;29;8;2;8;951,9
04.09.2023;4;29;9;2;8;359,1
04.09.2023;4;29;15;2;8;28,5
04.09.2023;4;30;1;2;1;31,35
04.09.2023;4;30;3;2;1;17,1
04.09.2023;4;30;4;2;1;51,3
04.09.2023;4;30;6;2;1;74,1
04.09.2023;4;30;7;2;1;31,35
04.09.2023;4;30;8;2;1;19,95
04.09.2023;4;30;9;2;1;62,7
04.09.2023;4;30;1;2;3;622,25
04.09.2023;4;30;5;2;3;131,1
04.09.2023;4;30;8;2;3;63,65
04.09.2023;4;30;15;2;3;326,8
04.09.2023;4;30;1;2;8;2382,6
04.09.2023;4;30;3;2;8;342
04.09.2023;4;30;4;2;8;2120,4
04.09.2023;4;30;7;2;8;655,5
04.09.2023;4;30;8;2;8;866,4
04.09.2023;4;30;9;2;8;296,4
04.09.2023;4;30;15;2;8;11,4
04.09.2023;4;31;1;2;1;34,2
04.09.2023;4;31;3;2;1;17,1
04.09.2023;4;31;4;2;1;79,8
04.09.2023;4;31;6;2;1;-5,7
04.09.2023;4;31;7;2;1;34,2
04.09.2023;4;31;8;2;1;11,4
04.09.2023;4;31;9;2;1;28,5
04.09.2023;4;31;15;2;1;17,1
04.09.2023;4;31;1;2;3;251,75
04.09.2023;4;31;5;2;3;216,6
04.09.2023;4;31;8;2;3;77,9
04.09.2023;4;31;15;2;3;324,9
04.09.2023;4;31;1;2;8;1647,3
04.09.2023;4;31;2;2;8;684
04.09.2023;4;31;3;2;8;575,7
04.09.2023;4;31;4;2;8;1350,9
04.09.2023;4;31;15;2;8;17,1
04.09.2023;1;276;1;2;1;235,2
04.09.2023;1;276;3;2;1;78,4
04.09.2023;1;276;6;2;1;0
04.09.2023;1;276;7;2;1;44,8
04.09.2023;1;276;8;2;1;67,2
04.09.2023;1;276;9;2;1;11,2
04.09.2023;1;276;15;2;1;11,2
04.09.2023;1;276;1;2;3;4289,6
04.09.2023;4;291;1;2;1;22,8
04.09.2023;4;291;3;2;1;11,4
04.09.2023;4;291;4;2;1;51,3
04.09.2023;4;291;5;2;1;5,7
04.09.2023;4;291;7;2;1;39,9
04.09.2023;4;291;8;2;1;17,1
04.09.2023;4;291;9;2;1;22,8
04.09.2023;4;291;15;2;1;5,7
